HTTP Requests are Doubled,2013-10-18 17:09:08.917951
setting up actionmailer with devise/sendgrid,2013-10-18 18:00:22.813944
Sidekiq/heroku,2013-10-18 13:41:22.926809
Heroku run rake db:seed not working,2013-10-18 16:21:10.450212
Trying to use MPlayer to play music,2013-11-20 16:46:47.320931
Regex for Train Kata,2013-11-20 17:13:19.346485
Itunes keeps opening at random times,2013-11-20 16:40:07.143089
next train exercise,2013-11-20 23:14:12.614193
iterating over hashes,2013-11-21 16:24:20.319595
Routing erro,2013-12-24 16:29:28.505103
general help on OOP 2 challenge,2013-12-04 19:53:54.167139
Need help implementing jquery plugin,2014-01-06 16:30:12.09729
Using YAML on ATM problem,2013-12-04 20:31:55.180969
Have a undefined method error,2013-12-04 20:48:28.201993
OOP II Challenge,2013-12-04 20:35:00.861823
OOP 2 - Sales & Employee inheritance classes (commission/quota),2013-12-05 21:24:12.556894
vim color // open index.html from browser,2013-12-06 19:35:06.843319
accessing instance methods in my main program,2013-12-06 20:00:55.735921
testing,2013-12-06 20:11:42.593886
creating a proxy class,2013-12-06 20:32:25.365671
JASON i need help,2013-12-06 20:44:11.974501
Completing Tax TDD/ getting output file to work,2013-12-10 01:04:33.322632
"Combining Instance Variables from 2 controllers, JASON",2013-12-10 19:34:22.230872
Ruby Uninitialized Constant NameError ,2013-12-10 20:55:07.667473
payroll sales code,2013-12-10 20:58:35.732235
trouble populating info from csv,2013-12-10 22:37:27.418054
TDD,2013-12-17 19:29:23.48418
Octopress blog,2013-11-21 04:18:42.673
OOP 2,2013-12-04 19:12:07.794313
ATM Project,2013-12-04 20:32:19.611425
runing pry in iterm,2013-11-21 19:53:59.757105
Reading CSV and formatting the headers to be keys,2013-11-21 20:27:36.338777
cashier 4 problem,2013-11-21 20:59:07.17762
need help with math + ruby + TAX_RATE ,2013-12-04 22:19:33.866291
undo git commits,2013-12-06 21:01:22.166529
Octopress Blog Deployment,2013-12-08 23:49:40.717431
hangman OOP and refactoring questions,2013-12-09 13:32:24.009606
upload repo,2013-12-09 03:19:48.856256
tdd Jason help us,2013-12-09 14:31:46.432785
how to create and populate a table from two other tables,2013-12-09 20:53:06.510437
Getting started with Exploring Rails Challenge,2013-12-10 16:30:56.032706
Rails Assignment,2013-12-10 17:00:43.204975
part 1 blows up,2013-12-10 20:01:22.465223
Making the Owner bold,2013-12-10 20:14:06.460439
Organizing methods that write to csv,2013-11-22 15:06:38.57023
Eric breakable toy er diagram,2013-12-24 13:22:20.655807
CSV doing weird things,2013-12-05 15:15:32.74416
Setting up hash for report in cashier problem,2013-11-22 16:01:30.197251
Can't push to heroku - Hubot,2013-11-22 17:57:32.387636
calling key value pair by index,2013-11-22 17:15:38.886547
summing all the information in a column,2013-11-22 18:20:12.13194
Similar issue as before with setting up hash for report,2013-11-22 18:16:03.212737
choosing whether to store hash data in a csv or in a json extension file,2013-11-22 18:40:43.764931
Testing the output for liability,2013-12-06 16:20:42.338085
Jason we need help with testing stuff,2013-12-06 16:09:17.407476
pushing array into CSV file,2013-11-22 22:24:01.60426
MalformedCSVError,2013-11-22 20:04:31.891054
Iterating over a loop to print a line in a csv,2013-11-22 19:48:03.560781
Postgresql returning an error,2013-12-07 19:46:11.706949
How to check for a raised error in rspec,2013-12-07 19:47:38.690342
Need help with testing objects,2013-12-09 14:34:17.74297
Database creation,2013-12-09 15:54:53.523079
database help,2013-12-09 15:50:42.571467
Terminal Issues,2013-12-09 16:54:54.330075
Apollo won't accept any submissions,2013-12-10 16:00:29.205189
Starting the rails app,2013-12-10 16:35:11.119844
Using Capybara to check order of elements on a page,2013-12-24 16:26:15.45505
Apollo Fix,2013-12-05 16:06:01.262599
Reading data from a CSV file,2013-11-25 00:48:48.593589
Echo Checkpoint,2013-11-23 03:50:48.677826
TDD/ breaking old tests with new tests,2013-12-05 19:37:00.569892
hi,2013-12-05 19:44:01.221333
Splitting an array-like object of class File,2013-12-06 04:20:16.535883
github pages changed their process ?!,2013-12-09 13:26:07.872813
PostgreSQL database creation,2013-12-08 22:01:30.280203
Writing Tests for Employee class,2013-12-09 14:44:58.445455
postgres starting server,2013-12-09 15:48:27.175195
PostgresSQL database issue,2013-12-09 03:41:07.456514
PostgreSQL uninstall,2013-12-09 15:44:36.364116
Setting up tables for recipes,2013-12-09 16:52:29.73772
Please review my tests,2013-12-09 17:02:42.561251
sales page is not loading ,2013-12-11 14:41:18.270016
How to delete quotes from a string,2013-11-25 18:16:34.40379
broke rspec gem,2013-12-05 16:32:54.265266
how to install sqlite3 with a package manager,2013-11-26 13:27:51.657936
TDD examples dont pass,2013-12-05 16:38:42.135222
When Im importing data getting nil for values of last student,2013-11-26 15:49:00.759848
Pulling from a remote directory that isn't your own in git,2013-12-05 18:07:54.166987
Question about OOP Fund. 1,2013-11-26 18:12:41.145903
Issue with methods in Ruby Fundamentals Two,2013-12-05 19:32:45.362595
Vim,2013-12-05 19:17:59.611334
TDD,2013-12-06 16:31:11.56058
Pig latin translator very slow,2013-12-06 16:33:46.967408
TDD Assistance :JASON HELP!!!! T_T,2013-12-06 18:49:25.401379
determining if taxpayer needs a refund or owes money in taxman,2013-12-06 18:51:46.372826
TDD,2013-12-06 19:24:29.318174
Testing Classes coupled with the Classes we're testing,2013-12-06 19:47:51.975192
OOPII Payroll - round 3,2013-12-06 20:34:29.502851
Tests,2013-12-09 18:51:53.419794
SQL Challenge,2013-12-09 18:52:49.450677
using multiple tables ,2013-12-09 20:27:42.97067
need help refactoring my code,2013-12-09 20:07:34.262741
Adam - Rails Challenge (Load class),2013-12-10 18:49:49.757711
Help with binding.pry,2014-05-13 18:25:25.386984
Having trouble raising an error in rspec,2013-12-05 19:38:03.237568
Setting vim as my default editor for git commit,2013-11-26 15:19:55.888557
SQL statement,2013-12-12 19:10:55.529267
want to make sure I am setting up classes correctly,2013-12-05 19:51:27.10133
"Determining how to create new objects (Student, Assignment Grade)",2013-11-26 18:34:29.364789
Proper way to structure,2013-11-26 18:56:07.060388
Pig Latin Translater,2013-12-06 16:38:56.051338
Challange None Core Creating the Form,2013-12-16 15:52:13.988693
difference between object and referencing,2013-11-27 21:34:39.594159
how to reference an instantiated object while creating an object (sorry I accidentally closed previous one),2013-11-27 21:46:56.736058
creating a variable name from a string (teacher's assistant assignment),2013-11-27 19:16:12.650283
OOP 2 - Sales class,2013-12-06 18:30:23.046017
Teansfering Data between classes,2013-11-27 02:44:13.668329
Review blackjack code,2013-11-27 01:56:58.916395
OOP Challenge,2013-11-27 13:02:43.429432
Rspec - testing parameters,2013-12-06 18:51:33.691659
OOPII Payroll,2013-12-06 19:18:44.74112
help with test,2013-12-06 19:20:46.467526
Adam is the best (sorry Jason),2013-12-06 19:24:37.78408
Using CSV data,2013-12-10 22:47:15.864662
CSV data validation,2013-12-12 16:32:16.894547
Fizz BUZZ,2014-05-13 18:44:41.856908
Can't iterate over custom class object (undefined method 'each'),2013-12-02 15:13:41.49362
Teachers Assistant Problem,2013-12-02 15:06:31.519822
rspec testing,2013-12-05 20:45:26.979418
getting require relative to work,2013-12-02 15:51:35.424665
testing a filereader,2013-12-05 20:02:10.079892
OOP2,2013-12-05 20:02:30.552833
How to iterate over classes,2013-12-02 16:10:34.294363
Avg grade ,2013-12-02 16:01:55.360029
testing that a method receives an argument of a particular class,2013-12-05 20:55:49.444327
Help with integrating method calls,2013-12-02 18:15:33.019029
initializing a class when passing in a table object but having a default value set?,2013-12-06 17:13:05.663616
Need help designing/implementing final grade class,2013-12-02 19:14:11.003312
Twilio Sinatra App,2013-12-02 22:16:38.998005
taxman OOP -- Need ADAM's Help. ,2013-12-06 18:08:33.851736
Jason,2013-12-06 18:42:54.086131
TDD Pig Latin,2013-12-06 18:31:55.409481
TDD challenge,2013-12-06 19:00:55.990307
"Using pry more effectively, esp with tdd",2013-12-06 18:46:47.310784
Querying multiple tables ,2013-12-09 19:25:55.470931
JASON HELP,2013-12-09 19:53:58.177183
Tax Man,2013-12-09 19:39:08.977527
JASON Syntax Error CREATE TABLE ,2013-12-09 22:10:38.912519
SQL Assignment Schema Design,2013-12-09 20:36:44.700963
Schema Design,2013-12-09 20:52:10.683328
tmux,2013-12-12 16:52:10.76303
Writing DRYer TDD,2013-12-05 20:13:53.362857
OOPI Challenge refactoring,2013-12-02 15:58:13.492435
abca problem,2013-12-02 15:42:52.868701
"how to get only ""one"" instance of an Employee created as one of many by EmployeeReader",2013-12-05 20:21:10.914
writing effective test for reading CSV file,2013-12-05 20:40:33.456758
Need Help Running Javascript in HTML,2013-12-06 18:30:52.503331
TDD refactor,2013-12-06 19:34:54.454305
Jaon,2013-12-06 19:55:25.572559
nil default zero,2013-12-06 20:00:48.877473
Pushing to Github,2013-12-06 20:07:34.25075
Need clarification on TDD challenge requirements,2013-12-06 20:56:09.707416
Jason TDD help,2013-12-06 19:58:10.947625
"adding a column to an existing table, including data type and default value",2013-12-09 19:40:36.710868
How to account for situation of one recipe having many ingredients?,2013-12-09 20:11:34.886331
Circular dependency,2013-12-10 19:11:30.895943
if anyone is having a hard time getting your app to find the path to your CSV file ,2013-12-10 19:34:03.686468
running rails server for payroll challenge,2013-12-10 19:00:45.698346
Sales page repeats sales upon refresh,2013-12-10 19:45:02.28368
reloading page => appending output,2013-12-10 19:29:11.056867
Adam -- Need help with nil error,2013-12-10 20:18:43.275166
OOP 2 method access,2013-12-04 16:18:15.376088
github does not allow me to access certain files,2013-12-02 16:51:59.167166
Inheritance from classes,2013-12-04 16:21:17.893352
Working with Adam on pig latin,2013-12-03 22:46:00.065904
Calling objects within arrays.,2013-12-02 19:12:57.230693
Creating a new app called TimeSince need help with ER diagram,2013-12-03 20:51:15.494631
lost a branch on my property manager checkpoint,2014-01-06 16:06:13.414711
Car class in OOP 2,2013-12-03 17:25:27.717176
question about the CSV headers,2013-12-12 17:34:44.221036
OOP2- Quick Challenge 1,2013-12-03 19:28:20.268087
Inheriting instance variables in children classes,2013-12-03 20:20:00.063491
need employees csv and user stories checked for OOP II challenge,2013-12-03 20:18:11.390636
Pig Latin Kata,2013-12-03 20:23:33.196331
Payroll problem: Initialize methods in subclasses with additional parameters,2013-12-03 20:46:29.243645
cmd / comment function in Sublime,2013-12-03 20:39:35.938753
How to add arguments to an inherited initialize method,2013-12-03 20:48:41.852446
Pig latin kata,2013-12-03 20:27:45.065493
csv rows,2013-12-03 21:37:05.882054
program doesn't work.,2013-12-03 22:03:16.945635
OOP 2,2013-12-03 22:38:27.885916
ADAM - breakable toy help,2013-12-24 18:36:32.740236
duplicating data when pulling in CSV,2013-12-12 19:51:29.573334
Trying to Collaborate on GitHub Repo,2014-02-27 20:57:14.160713
rake db:seed,2013-12-12 20:02:14.967917
seeding question,2013-12-12 20:11:57.009273
SQL DB design,2013-12-10 16:20:07.405685
Adding Classes to Rails App,2013-12-10 16:19:51.505467
Can't install latest ruby patch through RVM,2013-12-10 16:11:33.303292
JASON...OOPII code review,2013-12-10 16:21:31.04821
CSVs in rails?,2013-12-10 16:15:37.110939
ERICCC HALLLP,2013-12-10 16:51:41.125566
Rails Challenge,2013-12-10 16:38:24.937095
JASON my tables don't show up in psql,2013-12-13 19:34:50.623238
Normalizing the song list (Normalization reading),2013-12-13 20:44:30.162154
rails new with postgresql,2013-12-13 16:47:24.43756
git help,2013-12-16 15:19:36.454601
Challange None Core Creating the Form,2013-12-16 15:50:31.804229
Cannot get create action to work,2013-12-16 19:54:26.625855
Trouble with migration,2013-12-16 19:56:30.275148
how to represent the last 3 months of sales,2013-12-16 20:11:22.918935
Rails Routes,2013-12-16 20:36:16.203972
Segmentation Fault?,2013-12-16 21:56:48.434258
each loops in html.erb file,2013-12-10 19:57:42.610413
"Adam, ER diagram help!",2013-12-24 15:28:16.036476
RVM gemset,2013-12-10 20:15:29.743554
writing seed script problems JASON,2013-12-12 19:30:26.644038
Rails challenge part 1 (total sales class),2013-12-10 22:19:54.398868
Devise,2014-06-24 18:15:18.714834
JASON HELP ME ,2013-12-12 20:06:20.953221
JASON trouble seeding db,2013-12-13 22:08:47.066221
Refactor Movies Assignment,2013-12-16 15:05:57.370816
Korning,2013-12-16 16:03:19.694966
data parsing question,2013-12-16 16:07:32.214566
Changing data type on Sales data,2013-12-16 17:03:50.019501
adding a foreign key when seeding a database ,2013-12-16 20:20:37.746379
"Creating Migrations, Dependencies",2013-12-16 20:51:53.163807
My test ain't working none,2013-12-17 13:51:50.913807
Segmentation Fault...again...,2013-12-17 14:03:56.917009
rake not valid,2013-12-17 15:50:25.096028
Gemfile rake version discrepancy,2013-12-17 13:53:55.866714
Broke my rspec,2013-12-17 16:58:20.791855
gemset configuhell,2013-12-17 19:22:02.727814
Question about Null Constraints on the database,2013-12-18 16:40:43.991358
Rescue Error in Wizard App Destroying Everything,2014-03-12 19:15:18.895484
finding a table_id,2013-12-12 20:43:29.78178
Getting sales controller and employee controller to work together,2013-12-10 23:02:02.736044
review blog post model,2013-12-13 15:32:59.588953
Understanding a factorial method,2013-12-11 04:14:30.826751
Jason - ABCA problem implementation,2013-12-11 12:24:24.140522
Uninitialized Constant,2013-12-10 23:11:11.15895
undefined method `delete' for nil:NilClass,2013-12-11 14:02:02.295459
ActiveRelation statements returning nil id's,2013-12-13 16:07:56.86132
^  (what she said),2013-12-10 23:06:43.056671
difficulty with rails,2013-12-11 05:18:16.084583
Rails Problem,2013-12-11 15:54:35.847946
Organizing our tables for the Normalization Challenge,2013-12-13 16:02:25.916591
I broke all the things,2013-12-11 16:27:37.244093
error running psql in command line,2013-12-11 16:47:13.997006
JASONNNNNNNNN help --> permission denied,2013-12-11 16:51:13.160207
Creating table associations,2013-12-16 16:22:50.666065
RSpec being poopy,2013-12-16 16:34:57.999506
Foreign key is returning NULL in database when there is value,2013-12-16 16:47:09.236764
Korning Sanitizing,2013-12-16 16:42:31.653128
active record query,2013-12-16 16:29:04.571047
[Korning] sale_date: nil & sale_amount: #<BigDecimal>,2013-12-16 16:46:15.399733
Migration error,2013-12-16 19:47:28.778801
Jason - ERD review,2013-12-16 17:26:42.064307
JASON new app flow review and also questions on migrations,2013-12-17 15:28:57.784382
"forms, combining multiple objects.  Adam's help please.",2013-12-24 18:49:33.948977
can't run rails console on Music repo,2013-12-11 15:56:17.863142
How to format text without repeating the same thing three times,2013-12-11 15:49:37.71142
Linking foreign key during migration,2013-12-13 19:26:02.156138
"movies checkpoint:  tests are passing, but website search not working",2013-12-14 14:14:49.52796
confused on my tdd,2013-12-16 16:32:37.626663
Reseeding my database issues!,2013-12-16 16:38:31.1222
"migrations:  only work when I step thru them one by one, but not if I migrate all of them at once",2013-12-16 17:09:02.542768
dropped employee column from sales,2013-12-16 21:59:09.907698
rspec testing in tutorial,2013-12-17 14:48:41.131318
rvm + spotted_by,2013-12-17 13:29:05.180671
"Adam, please help us!!",2013-12-17 14:41:35.410069
params is not working,2013-12-17 15:41:00.889779
segmentation error rails console + the cohort_id in student is missing,2013-12-17 15:56:46.922746
"Adam, can you check our code?",2013-12-17 16:07:32.836777
Valid_attribute and email,2013-12-17 16:29:34.944792
linking product id to product name,2013-12-17 16:51:10.469503
Rake abort. fatal.,2013-12-17 18:43:30.298719
Intalling ruby 1.9.3-p392,2013-12-17 19:22:34.825838
ActiveRecord Query,2013-12-18 16:35:36.976584
Seeeeeding,2013-12-11 19:14:48.032742
JASON i need help,2013-12-11 19:31:24.978848
Dealing with the CSV Summary Data,2013-12-11 20:02:14.541354
Creating a model and migration,2013-12-11 18:37:40.245122
question on naming convention for migration and migration,2013-12-11 20:19:01.089315
Git related help,2014-02-21 22:51:46.079126
gemfiles,2013-12-11 18:48:42.118853
Intro to Rails Validations,2013-12-11 19:57:22.578416
RVM gemset,2013-12-11 17:00:04.09397
normalization,2013-12-13 20:20:00.560613
Normalization project,2013-12-13 20:21:47.729074
challenge: invoicing frequency,2013-12-13 20:47:38.967587
Building a drop down menu in Korning,2013-12-16 13:45:32.697254
rails generate migration add_tempo,2013-12-11 19:13:08.249407
rails db and which rails issues,2013-12-11 19:11:39.310001
ActiveRecord Migrations,2013-12-11 19:11:07.790227
broke rails,2013-12-11 19:19:17.292409
can't find record I just created in Song,2013-12-11 19:15:02.394959
migrations in postgres,2013-12-11 19:07:13.77362
Normalization challenge,2013-12-16 19:31:18.806059
date/time,2013-12-16 19:33:11.308666
querying active record by date,2013-12-16 20:29:47.178162
going over stuff,2013-12-17 19:59:43.750055
Using options_for_select to display dropdown menu,2013-12-24 19:20:18.717572
Join Button - Meetups in Space,2014-06-11 13:41:20.148142
Conversion of input from a form to an integer in the Db,2013-12-31 16:19:20.875967
features spec help,2013-12-18 16:58:05.331621
using env,2014-04-11 15:13:02.715024
"slim controllers,select collection,method_not_working",2013-12-31 01:08:43.319119
FactoryGirl,2013-12-18 18:47:00.420013
Breakable Toy - Redirecting to a user dashboard after signing in,2014-01-02 16:37:15.499767
Testing flash[notice] with capybara,2014-01-01 22:04:52.611873
Would  You Rather issue,2013-12-18 17:11:44.824652
Testing for Boolean in rspec,2013-12-18 19:08:47.522972
Fix the Build,2013-12-18 19:13:55.987085
help with would_you rather,2013-12-18 16:51:29.306101
1)ERD review + 2)FixBuildQuestion,2013-12-18 13:51:54.490179
problem with my routes,2014-01-03 15:23:15.721969
password for bundling,2014-01-03 21:30:17.269692
Breakable Toy: nested form with a polymorphic model form in it.,2014-01-04 02:58:32.298956
Contact Form naming convention,2014-01-06 22:27:19.694097
Jason: BT form still not working,2014-01-06 22:26:09.243564
Library Seeds,2013-12-18 17:39:29.514203
New scripts for hubot but couldn't figure out Heroku pushing,2013-12-27 18:06:37.730991
FactoryGirl,2013-12-18 19:08:41.303013
breakable toy plan of action,2013-12-31 16:19:48.45587
validating presence ,2013-12-18 19:40:17.102981
need help with Breakable Toy,2013-12-31 16:30:16.777825
Writing a Seeder,2013-12-18 19:59:37.563923
Shoulda,2013-12-18 19:35:48.738622
All pages redirecting to the index,2014-01-02 16:03:30.461171
Jason: ERD for Breakable Toy,2013-12-18 19:09:00.588324
would you rather help,2013-12-18 19:57:44.14859
ADAM I don't know what test to write next,2013-12-18 20:51:10.442159
stuck would-you-rather,2013-12-18 19:42:28.405714
Hackers Club,2014-01-03 16:03:15.878946
Having trouble with deploying to heroku,2014-01-03 21:17:51.303132
Pull Request Breakable Toy - Eric,2014-01-07 22:02:25.521265
polymorphic stuff messing up my flow,2014-01-08 16:21:21.663267
scraping data with nokogiri,2014-01-08 16:49:06.64516
Bootstrap scaling JASON,2014-01-09 20:21:27.222239
unable to change datatype for Option ID column for Votes table,2013-12-18 19:58:04.179482
"Need help, I don't see the vote attribute anywhere when i try to sort self.options by vote",2013-12-18 22:39:37.787623
Migration Marathon,2013-12-18 22:41:41.357915
[Art Gallery] Intermediary Tables for many-to-many,2013-12-18 20:09:32.415983
Controller Logic & Flow Control (Create Action),2013-12-30 14:43:11.749168
Couldnt find event without ID error,2013-12-30 14:00:51.789889
Adam - ER diagram questions,2013-12-30 15:39:48.676865
sam - click triggers internal method,2013-12-24 16:23:11.74267
Part 2 of Contact Form assignment,2013-12-30 18:47:35.601463
Rspec broken test,2013-12-30 19:07:43.38039
FactoryGirl sequence ,2013-12-30 19:32:06.219172
capybara test doesn't know what to delete,2013-12-30 20:10:11.677586
capybara select unable to find option,2013-12-30 20:05:48.811956
Adam- review ER diagram for breakable toy,2013-12-30 20:18:25.344263
How to click on one of several links with the same name in Capybara,2013-12-30 20:33:15.395726
models for breakable toys,2013-12-30 22:06:50.839462
Advanced Controllers and form_for,2013-12-31 16:41:16.304408
factorygirl and destroying ERIC,2013-12-31 16:55:19.83361
devise routes. looking to use screen hero,2014-01-02 19:33:47.960481
installing homebrew on my new mac,2014-01-06 13:00:56.767665
Uninitialized Mailer Constant,2014-01-06 19:04:17.588934
ER diagram review for breakable toy,2013-12-24 16:27:25.331646
error using validates_uniqueness_of,2013-12-18 20:01:05.416978
Would You Rather,2013-12-18 19:57:58.39606
Need help understanding Rotten Tomatoes API,2014-02-27 21:20:27.505682
Migration Marathon & Seeding,2013-12-18 20:18:25.940819
Git conflict while trying to commit,2013-12-30 15:22:50.28795
RSpec being poopy,2013-12-18 20:47:07.480243
Test maximum amount of people in a group (Breakable Toy),2013-12-30 14:48:59.888562
JASON: Create auto checkout logic ,2014-01-17 16:50:33.725707
Testing the Book model that seeds the correct book,2013-12-19 13:27:23.130449
"Form Helpers (select, select_tag, collection_select &c.)",2013-12-30 17:21:16.448844
Setting up rspec with sublime text 3,2013-12-19 14:59:12.29779
Capybara feature spec not running when we run rspec,2013-12-30 17:59:23.472941
Jason - FactoryGirl,2013-12-19 15:39:40.203643
Broken rspec,2013-12-30 19:03:38.905997
FactoryGirl,2013-12-19 13:53:28.923846
JASON FactoryGirl and TDD,2013-12-19 16:58:57.282002
HI JASON,2013-12-19 18:17:28.447599
stuck on would you rather,2013-12-19 13:46:26.839707
[Art Gallery] Code Review,2013-12-19 20:14:33.282755
failure root path JASON,2013-12-19 20:52:39.336187
stuck,2013-12-19 13:15:07.854084
JASON Review My ER Diagram,2013-12-30 14:56:27.511788
Writing tests for art gallery,2013-12-19 16:06:05.030397
Trying to incorporate two databases in a single form,2013-12-30 14:46:03.722552
Breakable Toy Questions,2013-12-30 18:23:33.696751
how do I rollback from a previous migration without it rolling back on a newer migration,2013-12-19 16:32:24.940198
bug,2013-12-30 18:49:28.496548
Migration Marathon,2013-12-19 16:37:20.421111
ERIC breakable Toy model,2013-12-31 18:32:56.783036
Jason - FactoryGirl,2013-12-19 16:44:31.453688
need help with my associations,2013-12-19 18:21:11.213811
creating tests,2013-12-19 18:26:48.054956
Writing validation tests for has_many through,2013-12-19 18:42:55.825142
Has Through and Joining Table,2013-12-19 19:30:57.102629
factory girl associations,2013-12-19 18:52:18.568368
Migration Marathon,2013-12-19 20:35:58.819218
Seeder Tests,2013-12-19 20:37:06.597565
JASON review some concepts,2013-12-19 18:12:11.144216
JASON i want help with my breakable toy ER diagram,2013-12-19 19:46:34.819092
Jason: ERD review,2013-12-19 20:06:02.285148
rake version problem,2013-12-20 13:39:46.293168
Simple name tests won't go green,2013-12-20 15:48:25.303466
"D3 not working. ""has no method 'selectALL'""",2013-12-20 03:13:44.308135
DuplicateTable ERROR with old migration,2013-12-20 16:13:50.216067
rake version,2013-12-20 16:28:19.430177
Ordering Results of a Joined Table,2013-12-19 14:02:03.437207
ADAM I would like you to walk me through creating nodes for my breakable toy,2014-01-16 21:53:05.390735
validating the ArtTypeid,2013-12-20 16:47:43.082083
Inquiries_path does not exist,2013-12-30 19:16:55.564609
ENV dotenv .env,2013-12-20 19:42:45.763941
Breakable Toy ER Diagram Review,2013-12-30 20:06:54.376957
using factory girl within cappybara,2013-12-30 20:44:19.602057
Validate Uniqueness of Email,2013-12-20 20:40:47.381444
Breakable Toy,2013-12-31 19:09:10.446108
errrriccccccc nested resources,2013-12-31 18:42:29.088321
does Category need a categorization id in Migration Marathod,2013-12-20 20:04:27.464409
Factory Girl in Art Gallery,2013-12-20 20:01:59.428199
ER Diagrams,2013-12-20 20:31:03.05196
undefined method for collection in tests,2013-12-20 20:04:53.197549
Schema design for art gallery,2013-12-20 20:45:52.514178
need Breakable Toy ER Diagram checked,2013-12-20 20:47:42.74
"Postgres issues (role was missing, no permissions)",2013-12-21 22:00:50.509519
need help on deciding when to destroy dependencies,2013-12-23 16:14:11.794191
ER Diagrams,2013-12-23 16:16:02.470112
Google Simple Search ,2013-12-20 17:34:19.902599
Quick review of recent project submissions,2013-12-23 14:09:14.057562
Adam- review of recent project submissions,2013-12-23 16:55:51.413263
"Eric, please review my specs for my Breakable Toy",2013-12-23 16:40:32.933606
Help with Nokogiri,2013-12-31 02:28:40.311586
Breakable Toy ER DIagram Review,2013-12-23 16:55:09.84803
Weird validation issue in my breakable toy,2013-12-31 04:23:18.513191
Valid Attribute,2013-12-23 17:45:58.726628
ER Diagram for breakable toy and seeding JASON,2013-12-23 16:35:22.899272
for ADAM - Go over ER diagram for breakable toy.,2013-12-23 18:23:48.77885
select box not working (restaurant assignment),2013-12-31 19:40:43.011761
Advanced Controllers and Nested Resources- Restaurant app,2014-01-02 19:56:00.008612
root path help,2014-01-02 21:43:47.012714
Making a user profile page,2014-01-03 00:49:09.510952
acceptance test for create action w/optional fields,2014-01-03 05:20:11.589645
FactoryGirl and Feature Tests,2014-01-03 16:05:28.311593
Errno::ECONNREFUSED:        Connection refused - connect(2),2014-01-06 18:38:22.427056
Implementing Devise,2014-01-06 13:26:49.172698
Jason: Breakable Toy form errors,2014-01-06 15:31:24.600288
Error while running RSpec,2014-01-06 22:18:22.694892
Whats the difference?,2014-04-01 13:42:28.358271
Hubot broken,2013-12-31 04:24:15.534724
Destroy action in controller,2013-12-23 18:42:41.12617
Working with Sputnik - Regex,2014-02-27 21:44:11.79901
unable to validate email in Breakable Toy,2013-12-31 19:49:08.314339
param not found error,2013-12-23 18:57:44.143512
Deleting Entries in journal,2013-12-23 19:17:27.516588
errors,2013-12-23 19:09:28.345539
Simple_form_for,2014-01-02 20:08:42.230787
help with error,2013-12-23 20:24:23.319186
"Create method in controller results in ""unknown key"" error",2014-01-02 21:42:02.996574
my destroy method isn't working,2013-12-23 20:48:50.101675
"ake aborted! You have already activated rake 10.1.1, but your Gemfile requires rake 10.1.0. Using bundle exec may solve this.",2013-12-23 22:34:40.906787
trying to build goal page,2014-01-02 21:25:48.008779
Form and time validation,2014-01-03 03:35:20.108427
sam breakable toy,2014-01-03 17:06:22.061954
heroku,2014-01-06 16:11:37.649754
Two types of users,2013-12-24 00:42:25.212612
.bashrc file not loading,2013-12-31 15:19:35.939037
show page for breakable toy,2013-12-31 15:52:54.969437
Where does '@whatever.errors.any?' live?,2013-12-23 19:34:49.962129
Launcher Lunches: last test case always passes,2014-08-15 15:37:14.074293
debugging error,2013-12-23 19:55:24.655051
edit action seems to be creating instead,2013-12-23 19:41:27.300635
need help redirecting to profile page upon sign up for Breakable Toy,2013-12-31 20:39:27.652702
Making category form,2013-12-23 19:28:13.418381
nokogiri (is the devil),2014-01-03 00:03:04.779678
unable to update entry,2013-12-23 20:01:37.142916
stack level too deep error,2014-01-03 17:38:57.487515
using a dropdown to persist data,2013-12-23 20:31:10.424649
Ruby Kata rspec,2014-01-03 20:06:14.933871
routing error,2013-12-23 20:37:34.756339
devise issue,2014-01-03 18:06:08.225553
error message,2013-12-23 20:39:22.135249
my server doesn't run- please help!,2014-01-04 01:17:19.568136
Changed my ER Diagram for breakable toy. Need feedback,2013-12-23 18:28:14.994234
ER Breakable toy,2013-12-23 20:56:13.604964
ERD Breakable Toy sign-off by Jason,2013-12-23 20:05:43.454943
Checkbox form in Rails,2013-12-23 22:53:28.892129
Eric review breakable toy,2014-01-06 15:49:32.852535
Sqlite ,2014-03-17 13:08:39.107309
Cocoon Gem,2014-01-10 20:54:38.383493
styling issues,2014-01-23 20:16:35.181056
Check out my ERD,2013-12-24 14:14:16.019074
bug,2013-12-24 13:44:03.334929
ADAM - please help me,2013-12-24 14:52:30.290415
Implementing Models and Views for Launcher Journal,2013-12-24 15:11:32.917946
Advanced Controllers and Nested Resources,2013-12-31 15:52:46.046641
Authorize user giving Routing Error,2014-01-02 15:27:17.92868
All the times on my breakable toy are in England,2013-12-31 20:15:41.572406
need help with simple form field associations,2014-01-03 15:12:41.822913
Hacking challenge,2014-01-03 15:21:17.361038
Review my Breakable Toy - ERIC,2014-01-03 14:24:26.484891
Breakable Toy - Capybara/simple_form issue,2014-01-03 18:44:56.35118
heroku,2014-01-06 16:41:11.654887
Treehouse editor and HTML basic (grids),2014-01-01 17:59:16.319059
ERIC breakable Toy - Pull Request,2014-01-06 15:33:50.686754
My Breakable Toy,2014-01-06 18:46:50.606481
secret key help,2014-01-06 20:13:06.135513
SMTP error,2014-01-06 19:33:28.898251
