id,title,year,synopsis,rating,genre,studio
922,Fast Five,2011,"Former cop Brian O'Conner (Paul Walker) partners with ex-con Dom Toretto (Vin Diesel) on the opposite side of the law. Dwayne Johnson joins returning favorites Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Matt Schulze, Sung Kang, Gal Gadot, Tego Calderon and Don Omar for this ultimate high-stakes race. Since Brian and Mia Toretto (Brewster) broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. As they assemble their elite team of top racers, the unlikely allies know their only shot of getting out for good means confronting the corrupt businessman who wants them dead. But he's not the only one on their tail. Hard-nosed federal agent Luke Hobbs (Dwayne Johnson) never misses his target. -- (C) Universal",77,Drama,Universal Pictures
923,Quantum of Solace,2008,,64,Drama,Sony/MGM
924,Skyfall,2012,"In Skyfall, Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. -- (C) Official Site",92,Mystery & Suspense,MGM
925,Diamonds Are Forever,1971,,65,Action & Adventure,Twentieth Century Fox Home Entertainment
926,On Her Majesty's Secret Service,1969,,81,Action & Adventure,United Artists
927,Iron Man,2008,,93,Drama,Paramount Pictures
928,Thor,2011,"The epic adventure Thor spans the Marvel Universe from present day Earth to the mystical realm of Asgard. At the center of the story is The Mighty Thor, a powerful but arrogant warrior whose reckless actions reignite an ancient war. As a result, Thor is banished to Earth where he is forced to live among humans. When the most dangerous villain of his world sends its darkest forces to invade Earth, Thor learns what it takes to be a true hero.-- (C) Paramount Pictures",77,Drama,Paramount Pictures
1054,Did You Hear About the Morgans?,2009,,12,Drama,Sony Pictures/Columbia
1055,Closer,2004,,68,Drama,Sony Pictures
1056,Free Zone,2005,,26,Art House & International,New Yorker Films
1057,Anywhere But Here,1999,,64,Drama,Twentieth Century Fox Home Entertainment
929,Iron Man 2,2010,"As Tony Stark (Robert Downey Jr.) owns up to being Iron Man before the world press, Anton Vanko lies dying in Russia. Years ago, Anton worked with Tony's father to create a new source of energy. But greed got the best of Anton, and now as he slips away, his son, Ivan (Mickey Rourke), vows to make Tony pay for the sins of his father. Meanwhile, Tony fends off efforts from smarmy Senator Stern (Garry Shandling) and military weapons expert Justin Hammer (Sam Rockwell) to get him to divulge the secrets of his powerful Iron Man suit. The powers that be are concerned that Tony's technology may fall into the wrong hands -- fears that are soon confirmed when the cocky billionaire entrepreneur is confronted in front of the entire world by Ivan, who has built his own weapon using stolen Stark blueprints. Later, as Lt. Rhodes (Don Cheadle) wrestles with the decision to personally deliver Tony's suit to the military, Ivan finds an unlikely ally in the quest to destroy Iron Man; Stark Industries legal consultant Natalie Rushman (Scarlett Johansson) reveals her connection to Nick Fury (Samuel L. Jackson); and Pepper Potts (Gwyneth Paltrow) takes on some new responsibilities. ~ Jason Buchanan, Rovi",73,Action & Adventure,Paramount Studios
930,The Incredible Hulk,2008,,67,Action & Adventure,Universal Pictures
931,Unknown,2011,"Dr. Martin Harris (Liam Neeson) awakens after a car accident in Berlin to discover that his wife (January Jones) suddenly doesn't recognize him and another man (Aidan Quinn) has assumed his identity. Ignored by disbelieving authorities and hunted by mysterious assassins, he finds himself alone, tired and on the run. Aided by an unlikely ally (Diane Kruger), Martin plunges headlong into a deadly mystery that will force him to question his sanity, his identity, and just how far he's willing to go to uncover the truth. -- (C) WB",56,Drama,Warner Bros. Pictures
932,Enemy of the State,1998,,71,Mystery & Suspense,Buena Vista Pictures
933,Sniper,1993,,42,Action & Adventure,Sony Pictures Home Entertainment
934,Man on Fire,2004,,39,Drama,20th Century Fox
935,Traffic,2000,,92,Drama,USA Films
936,Trade,2007,,29,Mystery & Suspense,Roadside Attractions
938,Brighton Rock,1947,,100,Mystery & Suspense,Rialto Pictures
939,24 Hour Party People,2002,,86,Drama,United Artists Pictures
940,No Direction Home: Bob Dylan,2005,,93,Musical & Performing Arts,Paramount Pictures
941,Walk the Line,2005,,82,Drama,20th Century Fox
942,Last Days,2005,,57,Documentary,Picture House
943,What's Love Got To Do With It?,1993,,96,Musical & Performing Arts,Touchstone Pictures
944,The Doors,1991,,59,Drama,Sony Pictures Home Entertainment
946,Rabbit-Proof Fence,2002,,88,Drama,Miramax Films
947,Funny Girl,1968,,92,Drama,Columbia Pictures
948,10 Things I Hate About You,1999,,61,Comedy,Buena Vista Pictures
949,Remember the Titans,2000,,73,Drama,Walt Disney Pictures
950,Little Giants,1994,,40,Comedy,Warner Home Video
951,Fireproof,2008,,40,Drama,Sherwood Pictures
952,Friday Night Lights,2004,,81,Drama,Universal Pictures
953,We Are Marshall,2006,,49,Drama,Warner Bros. Pictures
954,The Other End of the Line,2008,,37,Romance,Blue Sky Media
956,Salaam Namaste,2005,,83,Drama,Yash Raj Films
986,Citizen Ruth,1996,,80,Comedy,Miramax
987,Ace in the Hole (The Big Carnival),1951,,86,Drama,Paramount Pictures
988,True Romance,1993,,92,Drama,Warner Bros.
989,Jennifer's Body,2009,,42,Horror,20th Century Fox
990,Jawbreaker,1999,,7,Comedy,Columbia TriStar
959,Jane Eyre,2011,"Raised by her aunt Sarah (Sally Hawkins) after her parents die of typhus, young Jane Eyre (Amelia Clarkson) is later shipped off to a stark boarding school as the result of her perceived insolence, and suffers greatly at the hands of the cold, unusually strict administration. Upon turning 18 and completing her education, Jane (Mia Wasikowska) finds work as a governess for Adle Varens (Romy Settbon Moore), the ward of Edward Fairfax Rochester (Michael Fassbender), master of Thornfield Hall. It doesn't take long for the young Adle to warm to Jane, and upon returning home the charming Rochester, too, falls under the spell of his modest yet captivating governess. On what was supposed to be the happiest day of Jane's life, however, a scandalous secret is revealed, and the emotionally shattered governess takes flight... ~ Jason Buchanan, Rovi",84,Drama,Focus Features
960,The Count of Monte Cristo,2002,,73,Drama,Touchstone Pictures
961,Last Night,2010,"Set in New York City, Last Night is the story of a married couple that while apart for one night, is confronted by temptation that may decide the fate of their marriage. Joanna (Academy Award(R) nominee Keira Knightley) and Michael Reed (Sam Worthington) are 7 years into a successful and happy relationship. They are moving along in their lives together until Joanna meets Laura (Eva Mendes), the stunningly beautiful work colleague whom Michael never mentioned. While Michael is away with Laura on a business trip, Joanna runs into an old but never quite forgotten love, Alex (Guillaume Canet) and agrees to have drinks with him. As the night progresses and temptation increases for the couple, each must confront who they are inside and outside of their relationship. Last Night is ultimately a film about choices - the choice you make to be with someone, to give yourself physically and emotionally, and how to survive all three. --(c) Tribeca",50,Drama,Independent Pictures
962,Bright Star,2009,,83,Drama,Apparition Films
963,Titanic,1997,,88,Documentary,Paramount Pictures
964,Dear John,2010,"Director Lasse Hallstrom and screenwriter Jamie Linden collaborate to adapt author Nicholas Sparks' novel about a young soldier who falls for an idealistic college girl. Savannah Curtis (Amanda Seyfried) was on spring break when she first met John Tyree (Channing Tatum), who was home on temporary leave. For the smitten soldier it was practically love at first sight. Over the course of the next seven years, when each deployment seemed more treacherous than the last, the love letters that Savannah sent to John were one of the only things that kept him going. However, those loving and heartfelt correspondences would ultimately yield consequences that neither the brave soldier nor his one true love could have ever foreseen. ~ Jason Buchanan, Rovi",28,Drama,Screen Gems/SONY PICTURES
965,Casablanca,1942,,97,Drama,Warner Bros. Pictures
966,The Reader,2008,,61,Drama,The Weinstein Co./MGM
967,The Painted Veil,2006,,74,Drama,Warner Independent Pictures
968,Cold Mountain,2003,,71,Drama,Miramax Films
969,Far and Away,1992,,50,Drama,MCA Universal Home Video
1087,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,,91,Comedy,20th Century Fox
970,Repo Men,2010,"Writers Eric Garcia and Garrett Lerner team with director Miguel Sapochnik to adapt Garcia's novel about a repo man named Remy whose body has been constructed almost entirely of artificial organs. When Remy (Jude Law) fails to keep up on payments for his recent heart transplant, his former partner vows to take back the organ by force if necessary. Meanwhile, Remy finds an unexpected ally in the form of his long-lost wife, Beth (Alice Braga), who has also been retrofitted with numerous artificial organs. Now, despite the fact that they haven't seen each other since Remy joined the army ten years ago, the desperate repo man and his sympathetic wife attempt a daring escape from a man who holds the lives of millions in the palm of his hands. Forest Whitaker and Liev Schreiber co-star. ~ Jason Buchanan, Rovi",22,Action & Adventure,Universal Studios
971,In Time,2011,"When Will Salas is falsely accused of murder, he must figure out a way to bring down a system where time is money - literally - enabling the wealthy to live forever while the poor, like Will, have to beg, borrow, and steal enough minutes to make it through another day. -- (C) 20th Century Fox",36,Mystery & Suspense,20th Century Fox
972,1984 (Nineteen Eighty-Four),1984,,79,Drama,Live Home Video
973,The Matrix Revolutions,2003,,36,Mystery & Suspense,Warner Bros. Pictures
974,The Fifth Element,1997,,71,Drama,Sony Pictures Home Entertainment
975,Demolition Man,1993,,64,Drama,Warner Home Video
976,Source Code,2011,"When decorated soldier Captain Colter Stevens (Jake Gyllenhaal) wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train. In an assignment unlike any he's ever known, he learns he's part of a government experiment called the Source Code, a program that enables him to cross over into another man's identity in the last 8 minutes of his life. With a second, much larger target threatening to kill millions in downtown Chicago, Colter re-lives the incident over and over again, gathering clues each time, until he can solve the mystery of who is behind the bombs and prevent the next attack. -- (C) Summit",92,Action & Adventure,Summit Entertainment
977,Inception,2010,"Visionary filmmaker Christopher Nolan (Memento, The Dark Knight) writes and directs this psychological sci-fi action film about a thief who possesses the power to enter into the dreams of others. Dom Cobb (Leonardo DiCaprio) doesn't steal things, he steals ideas. By projecting himself deep into the subconscious of his targets, he can glean information that even the best computer hackers can't get to. In the world of corporate espionage, Cobb is the ultimate weapon. But even weapons have their weakness, and when Cobb loses everything, he's forced to embark on one final mission in a desperate quest for redemption. This time, Cobb won't be harvesting an idea, but sowing one. Should he and his team of specialists succeed, they will have discovered a new frontier in the art of psychic espionage. They've planned everything to perfection, and they have all the tools to get the job done. Their mission is complicated, however, by the sudden appearance of a malevolent foe that seems to know exactly what they're up to, and precisely how to stop them. ~ Jason Buchanan, Rovi",86,Drama,Warner Bros. Pictures
978,Brazil,1985,,98,Drama,Universal Pictures
979,Blade Runner,1982,,91,Drama,Warner Bros. Pictures
980,Logan's Run,1976,,68,Drama,MGM
981,King Kong,2005,,84,Action & Adventure,Universal Pictures
982,Runaway Bride,1999,,46,Drama,Paramount Pictures
984,Friends With Benefits,2011,"Dylan (Justin Timberlake) and Jamie (Mila Kunis) think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications. -- (C) Sony",70,Comedy,Sony/Screen Gems
985,Sixteen Candles,1984,,86,Comedy,MCA Universal Home Video
991,Sound of My Voice,2012,"In Sound of My Voice, Peter (Christopher Denham) and Lorna (Nicole Vicius), a couple and documentary filmmaking team, infiltrate a mysterious group led by an enigmatic young woman named Maggie (Brit Marling). Intent on exposing her as a charlatan and freeing the followers from her grip, Peter and Lorna start to question their objective and each other and they unravel the secrets of Maggie's underworld. -- (C) Fox Searchlight",75,Mystery & Suspense,20th Century Fox
992,World on a Wire,1973,,100,Drama,Janus Films
993,Monsters,2010,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and grow. In an effort to stem the destruction that resulted, half of Mexico was quarantined as an INFECTED ZONE. Today, the American and Mexican military still struggle to contain the massive creatures... Our story begins when a jaded US journalist (McNairy) begrudgingly agrees to find his boss' daughter, a shaken American tourist (Able) and escort her through the infected zone to the safety of the US border. -- (C) Magnolia",72,Drama,Magnolia Pictures
994,Children of Men,2006,,93,Drama,Universal Pictures
995,Primer,2003,,72,Drama,ThinkFilm
996,Total Recall,1990,,84,Action & Adventure,Rialto Pictures
997,How to Eat Fried Worms,2006,,59,Comedy,New Line Cinema
998,The Sandlot,1993,,63,Drama,20th Century Fox
999,Diary of a Wimpy Kid 2: Rodrick Rules,2011,"In this sequel to 2010's surprise hit, Greg Heffley, the kid who made ""wimpy"" cool is back in an all-new family comedy based on the best-selling follow-up novel by Jeff Kinney. (Kinney's Wimpy Kid series has thus far sold 42 million books.) As he begins seventh grade, Greg and his older brother - and chief tormentor - Rodrick must deal with their parents' misguided attempts to have them bond. -- (C) Fox",48,Drama,20th Century Fox
1000,The Go-Getter,2007,,40,Drama,Peace Arch Entertainment
1001,Elizabethtown,2005,,28,Drama,Paramount Pictures
1002,Away We Go,2009,,67,Drama,Focus Features
1003,Donnie Darko: The Director's Cut,2004,,91,Documentary,Newmarket Films
1004,Mulholland Drive,2001,,81,Drama,Universal Focus
1088,Club Dread,2004,,29,Horror,Fox Searchlight Pictures
1089,Grandma's Boy,2006,,18,Comedy,20th Century Fox
1090,Jackass - The Movie,2002,,48,Documentary,Paramount Pictures
1005,Heartless,2010,"Jim Sturgess (21, ACROSS THE UNIVERSE) leads a hugely-talented ensemble cast in this sublime British psychological thriller from cult UK director Philip Ridley (THE REFLECTING SKIN, THE PASSION OF DARKLY NOON), who returns to the screen after a 14-year absence. The film follows Jamie Morgan (Sturgess), born with a disfiguring birthmark across his face, which leaves him an outcast in rough East London. While wandering abandoned yards taking photographs, he comes across a gang of thugs and soon discovers that they are something other than human. He then is led into a Faustian deal that will see him become a party to the terrifying chaos around him. Part DONNIE DARKO, part Guillermo del Toro, this dark urban tale takes its audience to the darkest and most violent corners of the human heart. The film also stars Clemence Poesy, Noel Clarke, Joseph Mawle, Eddie Marsan, Luke Treadaway and Timothy Spall, and was produced by Pippa Cross and Richard Raymond. The film recently won the Best Independent Film Award at the Toronto After Dark Festival. -- (C) IFC",75,Drama,Lionsgate
1006,The United States of Leland,2002,,34,Mystery & Suspense,Paramount Classics
1008,Trust,2010,"A family is devastated by a crime committed against a teenage girl in this drama. Annie (Liana Liberato) is 14 years old and growing up in a suburb of Chicago. Annie's parents, Will (Clive Owen) and Lynn (Catherine Keener), are loving, but they've been busy with her older brother, Peter (Spencer Curnutt), who is heading off to college, so she spends a lot of time on-line chatting with a boy she met on the Internet, Charlie. Annie has developed a powerful crush on Charlie, and when he asks her to meet face to face, she eagerly agrees. However, Annie is startled to discover that Charlie isn't 16 years old, as she was led to believe, but in his mid-thirties (Chris Henry Coffey), and when he talks her into stopping by his hotel room, he sexually assaults her. Humiliated, Annie confides to a friend what happened, and eventually the police are notified; it turns out that ""Charlie"" is a sex offender they've been tracking for months. While Annie is devastated by the experience, her family is just as shocked by what happened, particularly Will, who becomes grimly obsessed with finding the man who raped his daughter. Trust was directed by actor-turned-filmmaker David Schwimmer, representing a significant change from the comedies that made his name. ~ Mark Deming, Rovi",78,Drama,Millenium Entertainment
1010,For Colored Girls,2010,"Ntozake Shange's Obie Award-winning play exploring the plight of black women makes the leap from stage to screen with this ensemble drama directed by Tyler Perry, and starring Janet Jackson, Loretta Devine, Hill Harper, Thandie Newton, Whoopi Goldberg, Kerry Washington, and Macy Gray. ~ Jason Buchanan, Rovi",32,Drama,Lionsgate
1011,The Grace Card,2011,"This earnest evangelical drama draws inspiration from the Bible verse Hebrews 4:16 (""We will find grace to help us when we need it"") in its tale of a police officer named Bill ""Mac"" McDonald (Michael Joiner) whose life is shattered (and his faith severely challenged) when he loses his son in a tragic accident. Eighteen years of rage and hostility ensue, marked by rapidly crumbling relationships with his family members and strained relationships on the force. Events reach a fever pitch, however, when Mac gets partnered up in the squad car with Sam Wright (Michael Higgenbottom), an African-American ordained minister-turned-cop with a loving and supportive family. Despite the many obstacles standing in the way, the men gradually work toward overcoming their differences and helping one another. ~ Nathan Southern, Rovi",35,Drama,Samuel Goldwyn Films
1012,Harvest,2011,"Gathered one summer in a beautiful shoreline town, three generations are drawn together by their patriarch, played by Oscar (R) Nominee Robert Loggia. With endearing moments of humor and uplifting spirit, HARVEST is a portrait of a family awkwardly yet delicately hanging on to what was, what now is, and to one another. A superb ensemble cast, including Tony (R) Winner Victoria Clark, Arye Gross, newcomer Jack Carpenter and also featuring Oscar (R) Nominee Barbara Barrie tugs on heartstrings and reminds us of a love that can weather all storms in this poignant yet amusing story. HARVEST brings to mind how we all come of age, in our own stumbling yet loving ways, often again and again. -- (C) Monterey Media",73,Drama,Monterey Media
1123,Defendor,2009,,68,Drama,Alliance
1124,Cloverfield,2008,,77,Action & Adventure,Paramount
1125,Stand by Me,1986,,91,Drama,MCA Universal Home Video
1126,Charlie's Angels,2000,,67,Action & Adventure,Columbia Pictures
1013,Mother and Child,2010,"Writer/director Rodrigo Garca (Nine Lives) teams with executive producer Alejandro Gonzlez Irritu to craft this drama highlighting the powerful bond between a mother and her son. It's been years since Karen (Annette Bening) gave her daughter, Elizabeth, up for adoption, and the decision to abandon her child has always haunted her. Upon meeting laid-back Paco (Jimmy Smits), Karen permits her anxiety and mistrust to get the best of her. On the surface it appears that Elizabeth (Naomi Watts) is none the worse for never knowing her biological mother; she's a fast-talking lawyer who's just landed a high-profile job at a firm fronted by Paul (Samuel L. Jackson), though her unsavory penchant for exploiting others is about to blow up in her face. Meanwhile, maternal-minded baker Lucy (Kerry Washington) longs to experience the joys of motherhood, eventually deciding that adoption is the best bet to start a family with her husband, Joseph (David Ramsey). ~ Jason Buchanan, Rovi",79,Drama,Sony Pictures Classics
1014,Intimacy,2001,,65,Drama,Empire Pictures
1015,Maria Larssons eviga ogonblick (Everlasting Moments) (Maria Larsson's Everlasting Moment),2008,,91,Art House & International,IFC Films
1016,One Hour Photo,2002,,81,Mystery & Suspense,Fox Searchlight
1017,Talk to Her,2002,,92,Drama,Sony Pictures Classics
1018,"Paris, Texas",1983,,100,Drama,20th Century Fox
1019,Last Tango in Paris,1972,,81,Drama,United Artists
1020,Henry & June,1990,,73,Drama,MCA Universal Home Video
1021,Eat Pray Love,2010,"A woman who once made it her goal in life to marry and rear a family finds her priorities suddenly shifting in Ryan Murphy and Jennifer Salt's adaptation of author Elizabeth Gilbert's best-selling memoir. In the eyes of many, Liz Gilbert (Julia Roberts) was a woman who had it all -- a loving husband, a great career, and a weekend home -- but sometimes one realizes too little too late that they haven't gotten what they truly wanted from life. On the heels of a painful divorce, the woman who had previously looked forward to a contented life of domestic bliss sets out to seek her true destiny by traveling first to Italy, where she learns to appreciate nourishment; then to India, where she discovers the power of prayer; and finally to Bali, where she unexpectedly finds the meaning of true love. ~ Jason Buchanan, Rovi",36,Drama,Sony Pictures
1091,Jackass: Number Two,2006,,63,Documentary,Paramount
1222,Boiler Room,2000,,67,Mystery & Suspense,New Line Home Entertainment
1223,Mini's First Time,2006,,54,Drama,First Independent Pictures
1022,Larry Crowne,2011,"Until he was downsized, affable, amiable Larry Crowne (Tom Hanks) was a superstar team leader at the big-box company where he's worked since his time in the Navy. Underwater on his mortgage and unclear on what to do with his suddenly free days, Larry heads to his local college to start over. There he becomes part of a colorful community of outcasts, also-rans and the overlooked all trying to find a better future for themselves...often moving around town in a herd of scooters. In his public-speaking class, Larry develops an unexpected crush on his teacher Mercedes Tainot (Julia Roberts), who has lost as much passion for teaching as she has for her husband. -- (C) Universal Pictures",35,Drama,Universal Pictures
1023,Midnight in Paris,2011,"This is a romantic comedy set in Paris about a family that goes there because of business, and two young people who are engaged to be married in the fall have experiences there that change their lives. It's about a young man's great love for a city, Paris, and the illusion people have that a life different from theirs would be much better. It stars Owen Wilson, Rachel McAdams, Marion Cotillard, Kathy Bates, Carla Bruni, among others. -- (C) Sony Classics",93,Comedy,Sony Pictures Classics
1024,50/50,2011,"Inspired by a true story, 50/50 is an original story about friendship, love, survival and finding humor in unlikely places. Joseph Gordon-Levitt and Seth Rogen star as best friends whose lives are changed by a cancer diagnosis in this new comedy directed by Jonathan Levine from a script by Will Reiser. 50/50 is the story of a guy's transformative and, yes, sometimes funny journey to health - drawing its emotional core from Will Reiser's own experience with cancer and reminding us that friendship and love, no matter what bizarre turns they take, are the greatest healers. -- (C) Summit Entertainment",93,Drama,Summit Entertainment
1025,Pleasantville,1998,,86,Drama,New Line Cinema
1026,The Joneses,2010,"A picture-perfect family moves into an upscale community, impressing the locals and integrating themselves into every aspect of the community until a sudden tragedy forces them to reassess their priorities. Steve (David Duchovny) and Kate Jones (Demi Moore) have everything a happily married couple could ever want: their kids, Jenn (Amber Heard) and Mick (Ben Hollingsworth), are intelligent and attractive, they live in an affluent neighborhood, and their sprawling suburban home is jam-packed with all of the coolest gizmos and gadgets that money can buy. It isn't long before the Joneses have struck up a friendship with their next-door neighbors Larry (Gary Cole) and Summer (Glenne Headly), and become integral components of their community. But take a closer look at the situation and you'll start to see something ominous lurking just beneath the surface. It's only when the Joneses are confronted with an unexpected disaster that they finally discover who they really are beneath the glossy veneer of consumerism. ~ Jason Buchanan, Rovi",62,Drama,Roadside Attractions
1027,EdTV,1999,,64,Comedy,Universal Studios
1028,Trainspotting,1996,,89,Drama,Miramax Films
1029,Black Swan,2010,"A psychological thriller set in the world of New York City ballet, BLACK SWAN stars Natalie Portman as Nina, a featured dancer who finds herself locked in a web of competitive intrigue with a new rival at the company (Mila Kunis). A Fox Searchlight Pictures release by visionary director Darren Aronofsky (THE WRESTLER), BLACK SWAN takes a thrilling and at times terrifying journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect. BLACK SWAN follows the story of Nina (Portman), a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica (Barbara Hershey) who zealously supports her daughter,s professional ambition. When artistic director Thomas Leroy (Vincent Cassel) decides to replace prima ballerina Beth MacIntyre (Winona Ryder) for the opening production of their new season, Swan Lake, Nina is his first choice. But Nina has competition: a new dancer, Lily (Kunis), who impresses Leroy as well. Swan Lake requires a dancer who can play both the White Swan with innocence and grace, and the Black Swan, who represents guile and sensuality. Nina fits the White Swan role perfectly but Lily is the personification of the Black Swan. As the two young dancers expand their rivalry into a twisted friendship, Nina begins to get more in touch with her dark side with a recklessness that threatens to destroy her. -- (C) Official Site",87,Mystery & Suspense,Fox Searchlight
1127,The Naked Gun - From the Files of Police Squad!,1988,,89,Comedy,Paramount Pictures
1030,Twelve,2010,"Twelve is the story of 17-year-old White Mike, the privileged son of a restaurant tycoon. His mother succumbed to breast cancer several years before the film begins. White Mike is a drug dealer who has taken his senior year in high school off to sell drugs to his wealthy peers. When he is not selling drugs he is reminiscing of his childhood and philosophizing about a world he feels he is not a part of. The title of the film refers to a new designer drug which the protagonist of the novel, White Mike, sells. The drug is referred to as a cross between cocaine and ecstasy.-- (C) Official Site",3,Drama,Hannover House
1032,Kaboom,2010,"Writer and director Gregg Araki revisits the day-glo universe of sex, drugs, and random perversity that informed his early films in this over-the-top dark comedy. Smith (Thomas Dekker) is an 18-year-old film student who is bisexual and has a ravenous erotic appetite; his best friend is Stella (Haley Bennett), who prefers the company of women but is just as enthusiastic about pursuing new lovers. Smith has been haunted by a series of recurring dreams featuring two beautiful women, one dark and enigmatic, the other similarly spectral with flaming red hair. This wouldn't bother him, except that the women from his dreams have begun appearing in real life -- Lorelei (Roxane Mesquida), Stella's new partner, is a magic aficionado who's a dead ringer for the dark-haired woman, and the red-haired girl (Nicole LaLiberte) is being pursued by a gang of masked assassins. Has Smith stumbled into a plot with possible world-changing consequences? Or is this all just the product of some hallucinogenic cookies he was served at a party? Kaboom received its world premiere at the 2010 Cannes Film Festival. ~ Mark Deming, Rovi",59,Horror,IFC Films
1033,Valmont,1989,,90,Drama,Orion Home Video
1034,The International,2009,,59,Mystery & Suspense,Sony Pictures/Columbia
1035,Nothing But the Truth,2008,,80,Mystery & Suspense,Yari Film Group
1036,The Constant Gardener,2005,,84,Mystery & Suspense,Focus Features
1037,Three Days of the Condor,1975,,86,Drama,Paramount Home Video
1038,American Gangster,2007,,80,Drama,Universal Pictures
1039,Harold & Kumar Escape from Guantanamo Bay,2008,,53,Comedy,Warner Bros. Pictures
1040,"Dude, Where's My Car?",2000,,18,Comedy,20th Century Fox
1041,Half Baked,1998,,29,Comedy,Universal Pictures
1042,National Lampoon's Van Wilder (Party Liaison),2002,,18,Comedy,Artisan Entertainment
1043,Mr. Bean's Holiday,2007,,50,Comedy,Universal Pictures
1058,Elektra Luxx,2011,"Recently retired from the adult film industry, superstar Elektra Luxx (Carla Gugino) is pregnant with the child of late rock star Nick Chapel. She is trying to make ends meet by teaching a community college sex education class aimed at housewives when a figure from her past, flight attendant Cora (Marley Shelton), approaches her with a proposition. In exchange for the (stolen) lyrics to Nick Chapel's last record, all of which is about Elektra, Cora needs Elektra to seduce her fiancee. Elektra reluctantly agrees to do this favor, setting in motion a series of hilarious events which will see her come face to face with detectives, sex bloggers, emotionally unstable neighbors and the Virgin Mary herself as she wrestles with the prospect of motherhood and tries to become a person of substance.-- (C) Samuel Goldwyn",28,Comedy,Samuel Goldwyn Films
1059,Team America - World Police,2004,,77,Drama,Paramount Pictures
1060,BASEketball,1998,,42,Comedy,Universal Pictures
1061,The Ghost Writer,2010,"A ghostwriter stumbles onto a secret that places his life in danger as he takes down the life story of a former U.K. prime minister in this Roman Polanski-helmed adaptation of the Robert Harris novel. Convinced by his agent that he's been granted a once-in-a-lifetime opportunity, talented British screenwriter ""The Ghost"" (Ewan McGregor) agrees to aid British prime minister Adam Lang (Pierce Brosnan) in completing his memoirs after the leader's former aide dies under mysterious circumstances. Almost immediately after The Ghost arrives at a remote mansion in the U.S. to begin working with the prime minister, Lang is accused of committing a war crime by a former British cabinet minister. Amidst a deluge of protestors and reporters, The Ghost delves into the unfinished manuscript and comes to the terrifying conclusion that his predecessor died because he discovered a link between Prime Minister Lang and the CIA. The more information The Ghost uncovers, the more convinced he becomes that his life could be in danger as well. ~ Jason Buchanan, Rovi",83,Mystery & Suspense,Summit Entertainment
1062,Conspiracy Theory,1997,,52,Drama,Warner Home Video
1063,The Manchurian Candidate,1962,,98,Drama,MGM/UA Classics
1064,Hannah and Her Sisters,1986,,91,Drama,Orion Pictures
1065,You Will Meet a Tall Dark Stranger,2010,"Two couples find their lives turned upside down by their unfulfilled longings in this ensemble comedy from director Woody Allen. Alfie (Anthony Hopkins) and Helena (Gemma Jones) have been married for years. They have a grown-up daughter named Sally (Naomi Watts), who is married to a successful novelist named Roy (Josh Brolin), but finds the future of her marriage in jeopardy after falling for Greg (Antonio Banderas), the dapper owner of a prominent art gallery. Meanwhile, as Roy develops a fixation on Dia (Freida Pinto), an exotic beauty he encounters on the street, Alfie ditches Helena for Charmaine (Lucy Punch), an impressionable young call girl. Now it seems that the harder everyone tries runs away from their problems, the faster their lives seem to fall apart. ~ Jason Buchanan, Rovi",46,Drama,Sony Pictures Classics
1066,Vicky Cristina Barcelona,2008,,82,Drama,The Weinstein Co.
1068,The Santa Clause,1994,,80,Action & Adventure,Buena Vista Distribution Compa
1069,Fred Claus,2007,,21,Comedy,Warner Bros. Pictures
1070,The Santa Clause 2 - The Mrs. Clause,2002,,55,Kids & Family,Buena Vista Pictures
1071,Arthur Christmas,2011,"The 3D, CG-animated family comedy Arthur Christmas, an Aardman production for Sony Pictures Animation, at last reveals the incredible, never-before seen answer to every child's question: 'So how does Santa deliver all those presents in one night?' The answer: Santa's exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the heart of the film is a story with the ingredients of a Christmas classic - a family in a state of comic dysfunction and an unlikely hero, Arthur, with an urgent mission that must be completed before Christmas morning dawns. -- (C) Sony Pictures",91,Animation,Sony Pictures
1128,The Dukes of Hazzard: The Beginning,2007,,20,Action & Adventure,Warner Home Video
1129,Charlie's Angels - Full Throttle,2003,,44,Action & Adventure,Columbia Pictures
1130,First Sunday,2008,,13,Drama,Sony Pictures Entertainment
1131,Spaceballs,1987,,54,Science Fiction & Fantasy,MGM
1132,Shanghai Knights,2003,,66,Action & Adventure,Touchstone Pictures
1133,Collateral,2004,,86,Drama,Paramount Pictures
1134,Heat,1995,,86,Mystery & Suspense,Warner Bros.
